Date,Close,High,Low,Open,Volume,Symbol
2021-11-10,100.7300034,119.4599991,95.19999695,106.75,103679500,RIVN
2021-11-11,122.9899979,125,108.0100021,114.625,83668200,RIVN
2021-11-12,129.9499969,135.1999969,125.25,128.6450043,50636800,RIVN
2021-11-15,149.3600006,152.5299988,127.5100021,130.8000031,64982300,RIVN
2021-11-16,172.0099945,179.4700012,153.7799988,163.8000031,94036600,RIVN
2021-11-17,146.0700073,163,140.3500061,160.8800049,71765600,RIVN
2021-11-18,123.3799973,138.7799988,120.1500015,136.8099976,63603600,RIVN
2021-11-19,128.6000061,139.8999939,125.5999985,129.9799957,49479400,RIVN
2021-11-22,118.1100006,124.9300003,106.9100037,123.8799973,40993900,RIVN
2021-11-23,119.8499985,124,113,117.8300018,24967900,RIVN
2021-11-24,114.8499985,120,113.4499969,119.3799973,11539200,RIVN
2021-11-26,112.1299973,114.5,106.1399994,111,9871200,RIVN
2021-11-29,119.7699966,122.25,113.5999985,115.8499985,13923900,RIVN
2021-11-30,119.7600021,121.4899979,114.0999985,119.9000015,20204900,RIVN
2021-12-01,115.6900024,126.75,113.0999985,120.5400009,13289700,RIVN
2021-12-02,110.7699966,118.4499969,107.75,114.1699982,10835500,RIVN
2021-12-03,104.6699982,111.8700027,100,110.4899979,13819200,RIVN
2021-12-06,116.7799988,117.4800034,100.3199997,106.3600006,19725400,RIVN
2021-12-07,116.1800003,120.2099991,112.4000015,119.5199966,12173300,RIVN
2021-12-08,122.1200027,123.4000015,112.8199997,116.2200012,12816000,RIVN
2021-12-09,115.4000015,121.3199997,114.4000015,119.9499969,8474800,RIVN
2021-12-10,114.6600037,118.0100021,110.8010025,115.7099991,8387500,RIVN
2021-12-13,118.9000015,121.6399994,113.9499969,118.1399994,14737500,RIVN
2021-12-14,117.1399994,117.9000015,112.7099991,114.7699966,8057700,RIVN
2021-12-15,115,116.7389984,109.2099991,115.4700012,10828600,RIVN
2021-12-16,108.8700027,117,107.0599976,116.7600021,13627600,RIVN
2021-12-17,97.69999695,100.5999985,92.62000275,99.91999817,44475000,RIVN
2021-12-20,89.98000336,96.40000153,88.40000153,94.80000305,16072700,RIVN
2021-12-21,96.81999969,98.41999817,92.05000305,92.19000244,12915100,RIVN
2021-12-22,96.33999634,98.90000153,93.39199829,96.38800049,8644100,RIVN
2021-12-23,96.83999634,97.8219986,93.81400299,96.35099792,5670100,RIVN
2021-12-27,107.0899963,107.4899979,96.80000305,96.90000153,15497000,RIVN
2021-12-28,102.8700027,106,101,105.0400009,8821300,RIVN
2021-12-29,99.33999634,102.5800018,96.62000275,101.1900024,8754900,RIVN
2021-12-30,103.4199982,105.2900009,98.66000366,98.85199738,10874700,RIVN
2021-12-31,103.6900024,106.1200027,102.2799988,102.4400024,5814900,RIVN
2022-01-03,102.7200012,106.5500031,100.25,106.1399994,8346800,RIVN
2022-01-04,101.3899994,106.8000031,99.01399994,102.9899979,12152200,RIVN
2022-01-05,90.01000214,99.21499634,89.27999878,98.31999969,18645100,RIVN
2022-01-06,87.33000183,92.02999878,75.12999725,91.87999725,39827100,RIVN
2022-01-07,86.27999878,89.26999664,81.6210022,87.01999664,17515900,RIVN
2022-01-10,81.44000244,83.75,77.65000153,83.51999664,17289800,RIVN
2022-01-11,83.55000305,86.58000183,78.12000275,78.94000244,19970600,RIVN
2022-01-12,86.48000336,88.06999969,82.62999725,84.90000153,14422800,RIVN
2022-01-13,80.30999756,86.94000244,79.88999939,86.94000244,13677500,RIVN
2022-01-14,79.94999695,81.69000244,77.01000214,79.56999969,15838000,RIVN
2022-01-18,73.16000366,77.83999634,72.85500336,77.52500153,16803700,RIVN
2022-01-19,69.40000153,76.31999969,68.94999695,74.81999969,15068400,RIVN
2022-01-20,65.01999664,72.08000183,64.80999756,70.85800171,18642700,RIVN
2022-01-21,64.51000214,67.16000366,60.50999832,63.86500168,19344700,RIVN
2022-01-24,63.90000153,64.30000305,55.09999847,60.11000061,24115900,RIVN
2022-01-25,59.61000061,61.93000031,58,61.10499954,16557200,RIVN
2022-01-26,60.27000046,68.06999969,59.00999832,62.34999847,23694100,RIVN
2022-01-27,53.93999863,61.70000076,53.33100128,61.33000183,23416400,RIVN
2022-01-28,57.11999893,57.29999924,50,53.59999847,23965100,RIVN
2022-01-31,65.73999786,65.93000031,57.91999817,58.65000153,18684900,RIVN
2022-02-01,69.62000275,71.45999908,62.34999847,67.27999878,24476500,RIVN
2022-02-02,64.31999969,69.90000153,63.54999924,69.38999939,15610300,RIVN
2022-02-03,60.36000061,63.91899872,59,60.82699966,19776300,RIVN
2022-02-04,60.86999893,62.77999878,59.11000061,62.06499863,14588500,RIVN
2022-02-07,58.36000061,63.83000183,57.52000046,60.875,14782000,RIVN
2022-02-08,60.95000076,61.54000092,56.43999863,58.08000183,12079200,RIVN
2022-02-09,64.52999878,65.12000275,60.75,61.86000061,13343700,RIVN
2022-02-10,64.72000122,68.98000336,60.65999985,61.45500183,17665400,RIVN
2022-02-11,58.84999847,66.40000153,57.70000076,64.5,15293400,RIVN
2022-02-14,62.65000153,66.40000153,59.90000153,60.36000061,26874500,RIVN
2022-02-15,66.29000092,67.18000031,63.88000107,65.80000305,16267400,RIVN
2022-02-16,66.25,66.43000031,63.34000015,65.37000275,12768300,RIVN
2022-02-17,64.73999786,71.5,64.12999725,64.68499756,22387700,RIVN
2022-02-18,66.37000275,66.90000153,63.00999832,65.77300262,14965900,RIVN
2022-02-22,62.38999939,69.09999847,59.75999832,65.25,22737000,RIVN
2022-02-23,57.52999878,63.5,57.04999924,63.42699814,22637000,RIVN
2022-02-24,63.70999908,64.43000031,53.5,54.24000168,24082200,RIVN
2022-02-25,63.43000031,63.99000168,60.81000137,63.34999847,13455200,RIVN
2022-02-28,67.55999756,68.15000153,62.40000153,63.49000168,19270200,RIVN
